"","voteno8","voteno7","voteno6","voteno1","voteno420","voteno416","voteno413","voteno401","voteno400","voteno399","voteno398","voteno397","voteno395","voteno394","voteno393","voteno392","voteno391","voteno390","voteno389","voteno388","voteno387","voteno386","voteno384","voteno383","voteno382","voteno380","voteno379","voteno370","voteno369","voteno367","voteno366","voteno364","voteno363","voteno362","voteno361","voteno360","voteno359","voteno358","voteno357","voteno356","voteno355","voteno353","voteno352","voteno351","voteno350","voteno349","voteno348","voteno347","voteno346","voteno345","voteno344","voteno343","voteno342","voteno341","voteno340","voteno339","voteno337","voteno336","voteno335","voteno334","voteno329","voteno323","voteno316","voteno315","voteno314","voteno305","voteno303","voteno301","voteno300","voteno299","voteno288","voteno287","voteno286","voteno284","voteno283","voteno276","voteno263","voteno262","voteno238","voteno237","voteno236","voteno235","voteno231","voteno224","voteno223","voteno222","voteno221","voteno220","voteno219","voteno218","voteno217","voteno216","voteno205","voteno158","voteno90","voteno89","voteno7"
"mpid41641",1,1,1,2,3,2,3,1,3,3,3,2,1,3,1,3,3,2,2,1,2,1,2,2,2,1,1,1,1,1,2,3,3,3,3,3,3,1,3,1,2,2,2,2,2,2,2,3,3,2,1,2,1,1,2,1,2,2,2,2,1,2,1,1,1,2,1,1,1,1,3,3,2,2,2,2,3,3,2,3,3,1,2,1,3,3,3,3,2,3,3,3,2,3,1,3,3
"mpid41642",3,3,3,3,1,3,1,3,1,1,1,1,1,1,3,1,1,1,1,2,2,2,1,1,3,3,3,3,3,3,3,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,2,2,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,2
"mpid41643",1,1,1,1,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,1,3,1,1,1,2,2,2,2,2,1,2,3,3,3,3,2,3,1,3,1,1,2,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,3,3,3,1,1,1,2,3,2,3,3,2,2,1,3,3,3,2,2,2,2,2,2,3,1,3,3
"mpid41644",1,1,1,1,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,2,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41645",1,1,1,1,3,2,2,2,3,3,1,1,1,3,1,3,3,3,1,1,1,1,1,1,2,1,1,2,2,1,3,3,3,3,3,3,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41646",3,3,3,3,1,3,2,3,1,1,1,1,3,2,3,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,1,3,3,2,2,2,2,2,2,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41647",1,1,1,2,3,2,3,1,3,3,3,2,1,3,2,3,3,2,2,1,2,1,2,2,2,1,1,1,1,1,2,3,3,3,3,3,3,1,3,1,2,1,1,1,1,1,1,3,3,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,2,2,1,3,3,2,2,3,1,1,2,3,3,3,3,2,3,3,3,2,3,1,3,3
"mpid41648",3,3,3,2,1,2,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,2,2,2,3,3,2,2,2,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,2,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41649",1,1,1,1,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,1,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41650",1,1,1,2,3,2,3,1,3,3,3,2,1,3,1,3,3,2,2,1,2,1,2,2,2,1,1,1,1,1,2,3,3,3,3,3,3,1,3,1,2,2,1,1,1,1,1,3,3,2,1,2,1,1,2,1,2,2,2,2,1,2,1,1,1,2,1,1,1,1,3,3,3,2,2,1,3,3,2,2,2,2,1,1,3,3,3,3,2,3,3,3,2,2,1,3,3
"mpid41651",1,1,1,1,3,2,3,2,2,3,3,3,1,3,1,3,2,3,3,2,3,1,1,1,2,2,2,2,2,1,2,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,2,2,3,3,2,1,1,3,3,3,2,2,2,2,2,2,3,1,3,3
"mpid41652",3,3,3,3,1,3,1,3,1,1,1,1,3,2,3,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41653",2,2,2,2,3,1,3,2,2,3,3,3,1,2,1,3,2,3,3,2,3,1,1,1,2,1,1,2,2,2,3,3,3,3,3,2,3,1,3,2,2,2,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3
"mpid41654",1,1,1,2,3,2,2,1,3,2,3,2,1,3,1,2,3,2,2,1,2,1,2,2,2,1,1,1,1,1,2,3,3,3,3,3,3,1,3,2,2,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,3,3,3,2,2,1,2,2,2,3,3,1,1,1,3,3,3,3,2,3,3,3,2,3,1,3,3
"mpid41655",3,3,3,3,1,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41656",1,1,1,1,3,2,3,2,3,3,3,3,1,3,1,3,2,3,3,2,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,2,2,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41657",3,3,3,3,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,2,3,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,2,3,1,1
"mpid41658",3,3,3,3,1,3,2,3,1,1,1,1,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41659",1,1,1,1,3,2,3,1,3,3,1,1,1,3,1,3,3,1,1,1,1,1,1,1,3,1,1,2,2,1,1,3,3,3,3,3,3,1,3,1,2,1,1,1,1,1,2,3,3,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,3,3,3,2,2,1,2,3,1,3,3,1,1,1,3,3,3,2,3,3,2,3,3,3,1,3,3
"mpid41660",1,1,1,1,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,1,3,1,2,2,2,2,2,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41661",1,1,1,1,3,2,3,2,1,1,3,3,1,3,1,1,1,3,3,2,3,1,1,1,2,1,1,2,2,1,2,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,2,2,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41662",3,3,3,3,1,3,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41663",1,1,1,2,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,2,2,1,1,1,2,1,1,2,2,1,3,3,3,3,3,3,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41664",3,3,3,3,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,2,1,1,3,3,2,1,1,2,2,2,2,2,2,1,1,3,1,1
"mpid41665",1,1,1,1,3,1,2,2,2,3,3,3,1,3,1,3,2,3,3,2,3,1,2,2,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,2,2,2,1,1,3,3,3,2,3,3,2,3,2,3,2,2,3
"mpid41666",3,3,3,2,1,3,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41667",1,1,1,2,3,2,3,2,3,3,3,3,1,3,1,3,3,3,3,2,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,2,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,2,3,2,3,2,3,1,3,3
"mpid41668",3,3,3,3,1,3,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41669",3,3,3,3,1,3,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41670",1,1,1,2,3,2,3,2,3,3,3,3,1,3,1,3,3,3,3,1,1,1,1,1,2,1,1,2,2,2,3,3,3,3,3,2,3,1,3,1,1,2,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,3,3,3,2,2,1,2,3,2,2,2,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41672",3,3,3,3,1,3,3,3,1,1,3,3,3,3,2,2,2,2,3,3,3,1,3,3,3,3,3,3,3,3,2,3,1,1,1,1,2,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,3,3,2,1,1,3,1,1,3,3,3,1,3,3,1,1,1,1,1,2,1,3,1,1
"mpid41673",3,3,3,3,1,3,3,3,1,1,1,1,3,3,2,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,2,3,1,1
"mpid41674",3,3,3,3,1,3,2,3,1,1,1,1,3,3,2,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,1,2,2,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,2,2,2,2,2,2,2,2,2,1,2,3,1,1
"mpid41675",1,1,1,1,3,1,3,2,2,3,3,3,1,3,2,3,2,3,3,2,2,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41676",1,1,1,1,3,1,3,2,2,2,3,3,1,2,1,2,2,3,3,2,2,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,2,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41677",3,3,3,3,1,3,2,3,2,1,3,3,3,3,1,1,2,1,3,3,3,1,3,3,3,3,3,3,3,3,1,3,1,1,1,1,3,1,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,2,1,1,1,1,1,1,1,1,3,1,1
"mpid41678",3,3,3,3,1,3,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,2,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41679",1,1,1,2,3,2,3,2,2,2,2,2,1,3,1,3,3,2,2,1,2,1,2,2,2,1,1,1,1,1,2,3,3,3,3,3,3,1,3,1,2,1,1,1,1,1,1,3,3,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,3,3,3,2,2,1,3,3,2,3,3,1,1,1,3,3,3,3,2,3,3,3,2,3,1,3,3
"mpid41680",1,1,1,1,3,1,2,2,3,3,3,3,1,3,1,3,3,3,3,1,3,1,1,1,2,2,2,2,2,1,2,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,2,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41681",1,1,1,1,3,2,3,2,3,3,2,3,1,3,1,3,3,3,3,1,2,1,1,1,2,1,1,2,2,1,2,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41682",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3
"mpid41683",1,1,1,1,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,1,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41684",1,1,1,2,3,1,3,2,2,3,3,3,1,3,1,3,2,3,3,2,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41685",3,3,3,3,1,3,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,2,2,2,2,1,1,1,3,3,2,1,1,2,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41686",3,3,3,3,1,3,1,3,1,1,1,1,3,2,3,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41687",1,1,1,1,3,2,3,2,3,3,2,2,1,3,1,3,3,3,2,1,2,1,1,1,2,1,1,2,2,1,2,3,3,3,3,3,3,1,3,2,2,2,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,3,3,3,1,1,1,2,3,2,2,2,2,2,1,3,3,3,2,3,3,2,3,2,3,2,2,3
"mpid41688",2,2,2,2,3,2,3,2,3,3,2,3,1,3,1,3,3,3,3,1,2,1,1,1,2,1,1,2,2,2,1,3,3,3,3,2,3,1,3,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,3,3,2,2,1,3,3,3,2,3,3,2,3,2,3,1,3,2
"mpid41689",3,3,3,3,1,2,1,3,1,1,1,1,1,1,3,1,1,1,1,2,2,2,3,3,3,3,3,2,2,2,3,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,3,3,1,1,1,3,3,2,2,2,3,1,1,3,3,3,1,1,1,1,1,1,1,1,2,1,3,1,2
"mpid41690",3,3,3,2,1,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41691",1,1,1,2,3,2,3,1,3,3,3,2,1,3,1,3,3,2,2,1,2,1,2,2,2,1,1,1,1,1,2,3,3,3,3,3,3,1,3,1,2,1,1,1,1,1,1,3,3,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,3,3,3,2,2,1,3,3,2,3,3,1,1,1,3,3,3,3,2,3,3,3,2,2,1,3,3
"mpid41692",1,1,1,2,3,2,3,2,3,3,3,2,1,3,1,3,3,2,2,1,2,1,2,2,2,1,1,1,1,1,2,3,3,3,3,3,3,1,3,1,2,1,1,1,1,1,1,3,3,2,1,2,1,1,2,1,2,2,2,2,1,2,1,1,1,2,1,1,1,1,3,3,3,2,2,1,3,3,2,3,3,1,1,1,3,3,3,3,2,3,3,3,2,3,1,3,3
"mpid41693",3,3,3,3,1,2,3,3,1,1,1,3,3,3,1,1,1,1,2,2,2,1,3,3,3,3,3,3,3,3,1,3,1,1,1,1,2,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41694",1,1,1,2,3,2,3,1,3,3,3,2,1,3,1,3,3,2,2,1,2,1,2,2,2,1,1,1,1,1,2,3,3,3,3,3,3,1,3,1,2,1,1,1,1,1,1,3,3,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,3,3,3,2,2,1,3,3,2,3,3,1,1,2,2,2,2,2,2,2,2,2,2,3,1,3,3
"mpid41696",3,3,3,3,1,3,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,2,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41697",3,3,3,3,1,3,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,3,1,3,3,3,2,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,2,2,2,2,2,2,2,2,2,1,1,3,1,1
"mpid41698",1,1,1,1,3,2,3,2,3,3,2,3,1,2,1,3,3,3,3,1,2,1,1,1,2,2,2,2,2,1,3,3,3,3,3,2,3,1,3,1,1,2,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,2,2,3,2,3,3,2,2,1,3,3,3,2,3,3,2,3,2,3,1,3,2
"mpid41699",3,3,3,3,1,2,2,3,1,1,1,1,3,2,3,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41700",3,3,3,3,1,3,2,3,1,1,1,1,3,2,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,2,3,1,1,1,1,1,1,1,1,1,2,3,1,1
"mpid41701",3,3,3,2,1,2,2,3,1,1,1,1,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41702",1,1,1,1,3,1,3,2,3,3,3,3,1,3,1,3,2,3,3,2,3,1,1,1,2,1,1,2,2,1,1,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3
"mpid41703",1,1,1,1,3,1,3,2,3,3,2,3,1,3,1,3,3,3,3,1,2,1,1,1,2,1,1,2,2,1,2,3,3,3,3,3,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41704",1,1,1,2,3,2,3,2,3,3,2,3,1,3,1,3,3,3,3,1,2,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41705",1,1,1,1,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,2,3,1,1,1,2,1,1,2,2,1,2,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41706",1,1,1,2,3,2,3,1,3,3,3,2,1,3,1,3,3,2,2,1,2,1,2,2,2,1,1,1,1,1,2,3,3,3,3,3,3,1,3,1,2,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,2,2,1,3,3,2,3,3,1,1,1,3,3,3,3,2,3,3,3,2,3,1,3,3
"mpid41707",2,2,2,2,3,1,3,2,2,3,3,3,1,3,1,3,2,3,3,2,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,2,2,2,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41708",3,3,3,3,1,3,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41709",3,3,3,3,1,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,3,2,3,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,2,2,2,2,3,2,3,3,3,3,2,2,2,2,2,2,2,3,3,2,1,1,2,2,2,2,3,2,1,1,1,1,1,1,1,1,2,2,2,2,1
